title,url,author,date,summary
3 hurt in Oregon school shooting,http://news.yahoo.com/portland-police-2-victims-high-school-shooting-205202888.html,,2014-12-12 22:38:52 UTC,"<p><a href=""http://news.yahoo.com/portland-police-2-victims-high-school-shooting-205202888.html""><img src=""http://l2.yimg.com/bt/api/res/1.2/7lzZ2_TCKf8AiEhshtgvuw--/YXBwaWQ9eW5ld3M7Zmk9ZmlsbDtoPTg2O3E9NzU7dz0xMzA-/http://media.zenfs.com/en-US/video/video.reutersnews.com/2014-12-12T210459Z_1_LOVEABB1MKA79_RTRMADP_BASEIMAGE-960X540_USA-SCHOOL-SHOOTING-ROUGH-CUT-O.JPG"" width=""130"" height=""86"" alt=""Police: Two shot at Portland, Oregon high school"" align=""left"" title=""Police: Two shot at Portland, Oregon high school"" border=""0"" /></a>Two boys and one girl are taken to the hospital after what may be a gang-related incident.</p><br clear=""all""/>"
Obama urges Senate to pass $1.1 T spending bill,http://news.yahoo.com/senate-1-1t-bill-keep-govt-running-081434906--politics.html,,2014-12-12 21:57:43 UTC,"<p><a href=""http://news.yahoo.com/senate-1-1t-bill-keep-govt-running-081434906--politics.html""><img src=""http://l1.yimg.com/bt/api/res/1.2/QWHnbOEdhDbzYm68LN40oA--/YXBwaWQ9eW5ld3M7Zmk9ZmlsbDtoPTg2O3E9NzU7dz0xMzA-/http://media.zenfs.com/en_us/News/Reuters/2014-12-12T203548Z_1556902525_GM1EACD09JP01_RTRMADP_3_USA-BUDGET-OBAMA.JPG"" width=""130"" height=""86"" alt=""U.S. President Obama holds a meeting with senior aides to discuss the U.S. fight against the Ebola virus, at the White House in Washington"" align=""left"" title=""U.S. President Obama holds a meeting with senior aides to discuss the U.S. fight against the Ebola virus, at the White House in Washington"" border=""0"" /></a>It&#039;s now up to the Senate to pass a huge $1.1 trillion spending bill to keep the government running, but not before a battle between old school veterans and new breed freshmen such as tea partier Ted Cruz ...</p><br clear=""all""/>"
Adrian Peterson's request to be reinstated is denied,http://sports.yahoo.com/news/adrian-peterson-loses-appeal-223440746.html,,1970-01-01 00:00:00 UTC,"<p><a href=""http://sports.yahoo.com/news/adrian-peterson-loses-appeal-223440746.html""><img src=""http://l.yimg.com/bt/api/res/1.2/nGiCN2qOsJCzvCeKPrpD2w--/YXBwaWQ9eW5ld3M7Zmk9ZmlsbDtoPTg2O3E9NzU7dz0xMzA-/http://media.zenfs.com/en-us/homerun/video.wpvi.abc.news.com/2ef436d758ce603075fad9f848f50f15"" width=""130"" height=""86"" alt="""" align=""left"" title="""" border=""0"" /></a></p><br clear=""all""/>"
"U.S. spending bill likely to pass Senate, may take a few days",http://news.yahoo.com/u-senate-appears-set-pass-spending-bill-timing-153042041--sector.html,,2014-12-12 21:08:50 UTC,"<p><a href=""http://news.yahoo.com/u-senate-appears-set-pass-spending-bill-timing-153042041--sector.html""><img src=""http://l.yimg.com/bt/api/res/1.2/hE30YyRs2Pb6YryAgt09MA--/YXBwaWQ9eW5ld3M7Zmk9ZmlsbDtoPTg2O3E9NzU7dz0xMzA-/http://media.zenfs.com/en_us/News/Reuters/2014-12-12T153042Z_1_LYNXMPEABB0OI_RTROPTP_2_USA-CONGRESS-BUDGET.JPG"" width=""130"" height=""86"" alt=""Senate Majority Leader Reid speaks to reporters on upcoming budget battle in Washington"" align=""left"" title=""Senate Majority Leader Reid speaks to reporters on upcoming budget battle in Washington"" border=""0"" /></a>By Richard Cowan and David Lawder WASHINGTON (Reuters) - The U.S. Senate looked set to pass a $1.1 trillion spending bill but it might need a few days to overcome procedural hurdles before voting on legislation that averts a government shutdown and ends jitters over major budget standoffs until next fall. After the House of Representatives only narrowly approved the bill late on Thursday night, exposing fraying unity in President Barack Obama&#039;s Democratic Party, Senate Democratic leader Harry Reid had hoped the bill would pass on Friday to spare Americans the drama of yet another budget ...</p><br clear=""all""/>"
New York protesters to stage mass whistle-blowing at police stations,http://news.yahoo.com/york-protesters-stage-mass-whistle-blowing-police-stations-224836125.html,,2014-12-12 22:48:36 UTC,"By Sebastien Malo NEW YORK (Reuters) - The latest wave of protests in New York against the killing of an unarmed black man by a white patrolman began on Friday with a visual demonstration by artists in Times Square and a rally outside City Hall. As hundreds of tourists and shoppers watched, protesters held up stark, black signs with white lettering bearing the names of more than 100 people who organizers say were victims of police violence. The artists are members of a Brooklyn-based collective called We Will Not Be Silent. ..."
Obama says NFL was 'winging it' in Rice domestic violence case,http://news.yahoo.com/obama-says-nfl-winging-rice-domestic-violence-case-211219964--nfl.html,,2014-12-12 21:22:17 UTC,"<p><a href=""http://news.yahoo.com/obama-says-nfl-winging-rice-domestic-violence-case-211219964--nfl.html""><img src=""http://l3.yimg.com/bt/api/res/1.2/FdncETysAhJOXfS.oQ01eg--/YXBwaWQ9eW5ld3M7Zmk9ZmlsbDtoPTg2O3E9NzU7dz0xMzA-/http://media.zenfs.com/en_us/News/Reuters/2014-12-12T212217Z_1006980002_LYNXMPEABB0VK_RTROPTP_2_CSPORTS-US-USA-OBAMA-NFL.JPG"" width=""130"" height=""86"" alt=""US President Obama answers questions at news conference at White House after mid term elections"" align=""left"" title=""US President Obama answers questions at news conference at White House after mid term elections"" border=""0"" /></a>By Steve Ginsburg WASHINGTON (Reuters) - President Barack Obama said on Friday the NFL appeared to be &quot;winging it&quot; in dealing with former Baltimore Ravens star Ray Rice&#039;s domestic violence case but praised the league for later putting in place a new policy to handle such incidents. The National Football League on Wednesday unveiled a tougher policy for disciplining players for off-field misconduct including violence against women in the wake of high-profile domestic violence cases involving Rice and 2012 NFL Most Valuable Player Adrian Peterson. ...</p><br clear=""all""/>"
Videos capture chaos of monster California storm,http://news.yahoo.com/monster-storm-slams-california-with-hard-rain--floods-163350065.html,,2014-12-12 16:33:49 UTC,"<p><a href=""http://news.yahoo.com/monster-storm-slams-california-with-hard-rain--floods-163350065.html""><img src=""http://l1.yimg.com/bt/api/res/1.2/e8LjkWxVGfHZ7pckUd1iPg--/YXBwaWQ9eW5ld3M7Zmk9ZmlsbDtoPTg2O3E9NzU7dz0xMzA-/http://media.zenfs.com/en_us/News/ap_webfeeds/e9336b1299bdf630670f6a706700102e.jpg"" width=""130"" height=""86"" alt=""A Caltrans crew tries to clear a flooded stretch of Highway 101 in South San Francisco, Calif., on Thursday, Dec. 11, 2014. A powerful storm churned through Northern California Thursday, knocking out power to tens of thousands and delaying commuters while soaking the region with much-needed rain. (AP Photo/Noah Berger)"" align=""left"" title=""A Caltrans crew tries to clear a flooded stretch of Highway 101 in South San Francisco, Calif., on Thursday, Dec. 11, 2014. A powerful storm churned through Northern California Thursday, knocking out power to tens of thousands and delaying commuters while soaking the region with much-needed rain. (AP Photo/Noah Berger)"" border=""0"" /></a>A atmospheric river came in off the Pacific Ocean and slammed the west coast with heavy rain, causing floods and mudslides.</p><br clear=""all""/>"
FBI looking into teen's hanging death,http://news.yahoo.com/ap-newsbreak-fbi-looking-teens-hanging-death-161837809.html,,2014-12-12 23:16:52 UTC,"<p><a href=""http://news.yahoo.com/ap-newsbreak-fbi-looking-teens-hanging-death-161837809.html""><img src=""http://l2.yimg.com/bt/api/res/1.2/Qq4B2ZoLUoW153LQoVqHog--/YXBwaWQ9eW5ld3M7Zmk9ZmlsbDtoPTg2O3E9NzU7dz0xMzA-/http://media.zenfs.com/en-US/video/video.pd2upload.com/video.ynewskatiecouric.com@486c8f43-6652-3990-ba38-734dad671cba_FULL.png"" width=""130"" height=""86"" alt=""Teen’s death brings up painful past in South"" align=""left"" title=""Teen’s death brings up painful past in South"" border=""0"" /></a>BLADENBORO, N.C. (AP) — The black teenager was found in a North Carolina trailer park, hanging from a swing set by a dog leash and a belt that was not his own. His mother said he showed no sign of emotional trouble, yet authorities quickly ruled the death a suicide.</p><br clear=""all""/>"
Longtime Rep. Dingell hospitalized as 'precaution',http://news.yahoo.com/longtime-rep-dingell-hospitalized-precaution-190436501--politics.html,,2014-12-12 19:35:09 UTC,"<p><a href=""http://news.yahoo.com/longtime-rep-dingell-hospitalized-precaution-190436501--politics.html""><img src=""http://l2.yimg.com/bt/api/res/1.2/ZF5U5wSuzou7XSb2T4ncJA--/YXBwaWQ9eW5ld3M7Zmk9ZmlsbDtoPTg2O3E9NzU7dz0xMzA-/http://media.zenfs.com/en_us/News/ap_webfeeds/349920ebbd0c0b30680f6a706700f06b.jpg"" width=""130"" height=""86"" alt=""FILE - In this May 7, 2014 file photo, Rep. John Dingell, D-Mich. is seen on Capitol Hill in Washington. A spokesman for Dingell says the Michigan Democrat has been admitted to a hospital for observation and is resting comfortably. Spokesman Christopher Schuler did not say why the 88-year-old Dingell sought care. He said the lawmaker was admitted Friday morning to George Washington University Hospital in the nation&#039;s capital. (AP Photo/Lauren Victoria Burke, File)"" align=""left"" title=""FILE - In this May 7, 2014 file photo, Rep. John Dingell, D-Mich. is seen on Capitol Hill in Washington. A spokesman for Dingell says the Michigan Democrat has been admitted to a hospital for observation and is resting comfortably. Spokesman Christopher Schuler did not say why the 88-year-old Dingell sought care. He said the lawmaker was admitted Friday morning to George Washington University Hospital in the nation&#039;s capital. (AP Photo/Lauren Victoria Burke, File)"" border=""0"" /></a>WASHINGTON (AP) — Rep. John Dingell, Congress&#039; longest serving member, was hospitalized for observation on Friday and was resting comfortably, his spokesman said.</p><br clear=""all""/>"
Artist wins trademark battle against Chick-fil-A,http://finance.yahoo.com/news/apnewsbreak-artist-wins-eat-more-064812343.html,,1970-01-01 00:00:00 UTC,Artist wins trademark battle against Chick-fil-A
